Gender,Race,Residence,Income,School Type,Hooks,Major,Rank%,SAT,ACT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections
M,WHITE,NE,Low,PRIVATE,NONE,BUSINESS,-1,-1,-1,8.5,7.5,['*FORDHAM'],[],"['*BROWN', '*NORTHWESTERN', '*CORNELL', '*DARTMOUTH', '*NYU', '*UPENN', '*UMICH', '*UVA']"
M,WHITE,CA,High,PUBLIC,LEGACY,CS,-1,1480,33,5,4.7,"['*USC', '*UIUC', '*UW MADISON']","['*UMICH', '*TULANE']","['*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DARTMOUTH', '*NYU']"
M,BLACK,MA,Middle,PUBLIC,URM,CS,-1,-1,-1,6,4.0,"['*BERKELEY', '*NORTHEASTERN']",['*NORTHWESTERN'],"['*UCLA', '*HARVARD', '*STANFORD', '*VANDERBILT', '*UT-AUSTIN']"
M,WHITE,NY,Low,-1,FIRST-GEN,ENG,-1,-1,34,"{'extracurriculars/activities': 4, 'awards/honors': 1}",4.2,['*BOSTON UNIVERSITY'],[],"['*CMU', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*TUFTS']"
F,WHITE,NY,High,PUBLIC,FIRST-GEN,ENG,7,-1,-1,6.5,3.7,"['*BOSTON UNIVERSITY', '*NORTHEASTERN']",['*NYU'],"['*NORTHWESTERN', '*CORNELL']"
F,WHITE,MA,Low,PUBLIC,NONE,BUSINESS,50,-1,31,5.5,4.5,"['*MIT', '*CASE WESTERN', '*BOSTON UNIVERSITY', '*FORDHAM', '*NORTHEASTERN', '*TULANE']",[],"['*NYU', '*EMORY', '*BOSTON COLLEGE', '*UVA']"
M,ASIAN,INTERNATIONAL,MISSING,PRIVATE,NONE,CS,-1,-1,-1,5.5,8.7,"['*MIT', '*UPENN', '*CASE WESTERN', '*UIUC']","['*PURDUE', '*NYU', '*UMICH']","['*HARVARD', '*CORNELL', '*JOHNS HOPKINS']"
M,HISPANIC,CA,High,PUBLIC,URM,POLISCI,-1,-1,-1,5,8.2,['*UCSC'],[],"['*UCLA', '*UCSD', '*UCD', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']"
M,HISPANIC,MA,High,PUBLIC,URM,ENG,-1,1520,-1,4.5,6.5,['*BOSTON UNIVERSITY'],[],['*NORTHEASTERN']
M,ASIAN,CA,High,PUBLIC,NONE,CS,1,1580,-1,8.5,4.5,['*BERKELEY'],[],"['*HARVARD', '*STANFORD', '*PRINCETON', '*MIT']"
F,WHITE,LA,Low,-1,LEGACY,BIO,-1,1530,15,6.5,4.2,[],[],"['*BROWN', '*WILLIAMS']"
M,ASIAN,WA,Low,PUBLIC,URM,CS,-1,-1,-1,1,6.5,[],"['*NORTHWESTERN', '*CMU']","['*RICE', '*VANDERBILT']"
M,ASIAN,UT,High,PUBLIC,NONE,POLISCI,1,-1,36,8.5,8.7,"['*UCLA', '*HARVARD', '*BERKELEY', '*UCSD', '*JOHNS HOPKINS', '*VANDERBILT', '*EMORY', '*UT-AUSTIN']","['*NORTHEASTERN', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*MIT', '*DARTMOUTH', '*UPENN']"
M,ASIAN,CO,Low,-1,FIRST-GEN,BUSINESS,-1,1530,15,2.5,3.5,"['*MIT', '*EMORY', '*NORTHEASTERN']","['*NORTHWESTERN', '*UMICH', '*BOSTON COLLEGE', '*UVA', '*UCI']","['*UCLA', '*YALE', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*EMORY', '*UCHICAGO']"
F,ASIAN,CA,Low,-1,MISSING,-1,-1,1530,-1,1,2.5,"['*UCSD', '*UCSB', '*UCD']",['*UCLA'],"['*STANFORD', '*BERKELEY', '*UMICH']"
F,WHITE,IL,High,PUBLIC,LGBT,HISTORY,-1,-1,31,6.5,7.5,"['*UIUC', '*FORDHAM']",[],['*NYU']
NB,WHITE,MA,Middle,-1,NONE,POLISCI,1,1500,-1,3.5,1.5,[],['*CLAREMONT MCKENNA'],"['*SWARTHMORE', '*POMONA']"
M,ASIAN,MA,High,PUBLIC,NONE,CS,-1,1560,-1,6.5,6.5,"['*PURDUE', '*NYU']","['*UMICH', '*NORTHEASTERN']","['*UCLA', '*HARVARD', '*BROWN', '*BERKELEY', '*DARTMOUTH', '*CMU', '*NYU', '*UPENN', '*UT-AUSTIN', '*UVA']"
F,ASIAN,OR,High,PUBLIC,NONE,ENG,-1,1560,-1,6.5,4.5,"['*CORNELL', '*CASE WESTERN', '*UVA']","['*GEORGIA TECH', '*RICE', '*UMICH']","['*COLUMBIA', '*MIT', '*UPENN']"
F,WHITE,FL,Low,PRIVATE,OTHER,BIO,-1,-1,35,5.5,0.0,['*BOSTON UNIVERSITY'],[],"['*UMICH', '*TUFTS']"
M,WHITE,UT,Low,PUBLIC,URM,CS,1,1460,14,5,4.5,"['*CORNELL', '*MIT', '*CALTECH', '*CMU', '*USC']","['*RICE', '*UNC CHAPEL HILL']","['*YALE', '*BROWN', '*STANFORD', '*PRINCETON', '*UPENN']"
F,ASIAN,WA,High,PUBLIC,FIRST-GEN,CS,5,-1,-1,6.5,5.0,"['*BERKELEY', '*UCD', '*WASHU']","['*UCLA', '*WILLIAMS', '*NORTHEASTERN']","['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL']"
F,BLACK,OTHER,Low,-1,URM,BUSINESS,-1,1430,-1,6.5,4.5,"['*BOSTON COLLEGE', '*RUTGERS']",[],"['*YALE', '*SWARTHMORE', '*UPENN', '*EMORY', '*USC']"
F,BLACK,GA,Low,PUBLIC,URM,EDUCATION,-1,-1,34,6.5,5.6,['*CORNELL'],[],"['*UCLA', '*YALE', '*NORTHWESTERN', '*JOHNS HOPKINS']"
M,ASIAN,CO,High,PUBLIC,FIRST-GEN,-1,1,1430,32,5.5,2.5,"['*CORNELL', '*SWARTHMORE', '*POMONA', '*UW MADISON']","['*RICE', '*WASHU', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*DARTMOUTH', '*UPENN']"
F,BLACK,CA,High,PUBLIC,LEGACY,POLISCI,-1,-1,-1,5,7.5,[],[],"['*UCLA', '*YALE', '*BERKELEY', '*UCSD', '*CMU', '*RICE', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']"
F,ASIAN,IN,Low,PUBLIC,NONE,BIO,-1,-1,34,6.5,6.2,"['*PRINCETON', '*DARTMOUTH', '*UPENN', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN']","['*COLUMBIA', '*UPENN', '*TUFTS']","['*HARVARD', '*YALE', '*BROWN']"
F,ASIAN,MA,OTHER,-1,NONE,-1,-1,-1,-1,5,2.5,"['*PURDUE', '*UPENN', '*RUTGERS', '*VIRGINIA TECH', '*UVA']",['*NYU'],[]
M,ASIAN,CA,Low,PUBLIC,URM,CS,3,1100,22,5,7.2,"['*UCLA', '*BERKELEY', '*UCSD', '*POMONA', '*UCSB', '*UCD', '*CLAREMONT MCKENNA']",['*WILLIAMS'],"['*HARVARD', '*STANFORD', '*COLUMBIA', '*MIT', '*DARTMOUTH', '*VANDERBILT', '*UPENN', '*USC', '*San Jose State University']"
F,HISPANIC,FL,Low,PUBLIC,OTHER,DESIGN,-1,1320,-1,5.5,8.7,"['*CMU', '*WASHU']",['*CORNELL'],['*MIT']
M,ASIAN,NY,Low,PUBLIC,FIRST-GEN,CS,-1,1370,-1,2,2.5,[],[],"['*NYU', '*FORDHAM']"
M,ASIAN,DC,Low,PUBLIC,OTHER,BIO,-1,1440,-1,8.5,8.2,"['*UMICH', '*UNC CHAPEL HILL']",['*UPENN'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*JOHNS HOPKINS', '*RICE', '*VANDERBILT']"
F,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,-1,-1,35,6.5,6.5,"['*PURDUE', '*NYU', '*UPENN', '*UT-AUSTIN', '*RUTGERS']","['*UCSD', '*CASE WESTERN', '*UCD', '*UCSC', '*BOSTON UNIVERSITY', '*UCI']","['*UCLA', '*BROWN', '*CORNELL', '*BERKELEY', '*UMICH', '*UCSB', '*TUFTS']"
F,BLACK,-1,High,PUBLIC,URM,CS,-1,-1,20,4.5,4.5,"['*WILLIAMS', '*USC', '*FORDHAM', '*TUFTS']","['*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN']","['*YALE', '*BROWN', '*COLUMBIA', '*DUKE', '*UPENN']"
F,WHITE,CA,High,-1,OTHER,POLISCI,7,-1,31,5,4.5,['*FORDHAM'],[],"['*NYU', '*BOSTON UNIVERSITY', '*UCHICAGO']"
F,WHITE,GA,Low,-1,FIRST-GEN,BIO,-1,-1,28,5,6.3,[],[],"['*DUKE', '*VANDERBILT', '*EMORY', '*BOSTON UNIVERSITY', '*TUFTS']"
F,WHITE,CA,High,PUBLIC,NONE,CS,25,-1,24,5,4.5,[],['*UCSC'],"['*BERKELEY', '*NYU', '*UCSB', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*COLGATE', '*TULANE']"
M,ASIAN,OTHER,Low,PUBLIC,FIRST-GEN,BUSINESS,3,1480,-1,5.5,7.2,[],"['*UPENN', '*EMORY', '*BOSTON COLLEGE']","['*COLUMBIA', '*CORNELL', '*CMU', '*NYU', '*UPENN', '*USC', '*NORTHEASTERN', '*UVA']"
M,WHITE,MD,Low,PUBLIC,NONE,UNDECIDED,-1,1460,-1,2,3.5,['*UW MADISON'],['*EMORY'],"['*UCLA', '*BERKELEY', '*UMICH', '*EMORY', '*UCSB', '*UVA']"
F,WHITE,MI,Low,-1,FIRST-GEN,HUMANITIES,-1,-1,31,2,0.0,"['*BOSTON UNIVERSITY', '*FORDHAM', '*TULANE']",[],"['*VANDERBILT', '*TULANE', '*UNC CHAPEL HILL']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,-1,1440,-1,7.5,4.5,"['*UCLA', '*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*UCSD', '*GEORGIA TECH', '*PURDUE', '*USC', '*UCSB', '*UCD', '*UIUC', '*UT-AUSTIN', '*VIRGINIA TECH', '*TUFTS', '*UVA', '*TAMU', '*UCI']",[],"['*UCLA', '*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*UCSD', '*GEORGIA TECH', '*CMU', '*UMICH', '*CASE WESTERN', '*USC', '*UCSB', '*UCD', '*UCSC', '*UT-AUSTIN', '*TUFTS', '*UCI']"
M,ASIAN,NY,Low,-1,NONE,-1,-1,1510,15,3.5,2.5,"['*CMU', '*NORTHEASTERN']","['*NYU', '*UMICH']","['*WASHU', '*UVA']"
M,WHITE,MD,Low,PUBLIC,NONE,UNDECIDED,-1,1460,-1,2,3.5,['*UW MADISON'],['*EMORY'],"['*UCLA', '*BERKELEY', '*UMICH', '*EMORY', '*UCSB', '*UVA']"
F,WHITE,CA,Low,PUBLIC,NONE,CS,-1,-1,-1,6.5,3.7,"['*UCSD', '*POMONA']","['*UCLA', '*UCI']","['*BERKELEY', '*CMU']"
F,ASIAN,CA,High,PUBLIC,OTHER,CS,-1,-1,36,8.5,2.5,[],"['*UCLA', '*BERKELEY', '*PRINCETON', '*UCSD', '*MIT', '*GEORGIA TECH', '*CMU', '*NYU', '*UPENN', '*UMICH', '*EMORY', '*UCSB', '*UCD', '*UCSC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']","['*NORTHWESTERN', '*MIT', '*UPENN', '*USC', '*WASHU']"
F,ASIAN,CA,Low,PUBLIC,LEGACY,LAW,-1,1490,-1,7.5,4.5,"['*UCSD', '*USC', '*UCD', '*UCSC', '*BOSTON UNIVERSITY', '*San Jose State University']",['*BERKELEY'],"['*UCLA', '*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*WILLIAMS', '*NYU', '*UPENN', '*UMICH']"
M,ASIAN,MI,Low,PUBLIC,NONE,CS,-1,1550,35,6.5,6.5,"['*CMU', '*UMICH', '*BOSTON COLLEGE', '*NORTHEASTERN']","['*WILLIAMS', '*VANDERBILT', '*WASHU', '*UVA']","['*DUKE', '*UCHICAGO']"
M,WHITE,FL,Low,PUBLIC,MISSING,BIO,-1,1390,34,5,4.5,"['*NORTHWESTERN', '*DUKE', '*DARTMOUTH', '*RICE', '*UMICH', '*EMORY', '*UNC CHAPEL HILL', '*UVA']",['*GEORGIA TECH'],"['*HARVARD', '*YALE', '*COLUMBIA', '*PRINCETON', '*USC']"
M,ASIAN,ID,High,PUBLIC,FIRST-GEN,CS,-1,1430,-1,5.5,2.5,[],['*CASE WESTERN'],"['*VANDERBILT', '*BOSTON COLLEGE', '*NORTHEASTERN']"
F,BLACK,CA,Low,PUBLIC,URM,BIO,-1,1080,-1,1.5,6.2,['*UCD'],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*NYU', '*UPENN', '*UMICH', '*EMORY', '*BOSTON UNIVERSITY', '*UT-AUSTIN', '*TULANE', '*UCHICAGO', '*UCI', '*UCM']"
M,HISPANIC,CO,Low,PUBLIC,URM,POLISCI,5,-1,36,6.5,7.5,"['*YALE', '*WILLIAMS']",[],['*YALE']
F,-1,MI,Low,PUBLIC,LEGACY,CS,-1,-1,-1,6.5,4.0,"['*JOHNS HOPKINS', '*VANDERBILT', '*NYU', '*USC', '*UIUC']",[],[]
M,BLACK,MA,Low,PUBLIC,URM,POLISCI,3,-1,-1,6,7.5,"['*CORNELL', '*DARTMOUTH', '*POMONA', '*WASHU', '*FORDHAM']","['*HARVARD', '*SWARTHMORE']","['*HARVARD', '*YALE', '*BROWN', '*PRINCETON']"
M,ASIAN,IN,Low,PRIVATE,NONE,ENG,-1,1460,-1,6,4.5,['*UPENN'],"['*VIRGINIA TECH', '*UVA']",['*NORTHWESTERN']
T,WHITE,NY,Low,PRIVATE,OTHER,CS,-1,1600,-1,6.5,4.5,"['*UCD', '*UCSC']","['*UCSD', '*UMICH']",[]
M,ASIAN,AZ,High,PUBLIC,NONE,BUSINESS,5,1480,-1,6.5,4.5,['*ARIZONA STATE'],[],"['*BERKELEY', '*NYU', '*UPENN', '*UMICH', '*BOSTON COLLEGE']"
M,ASIAN,INTERNATIONAL,Low,PRIVATE,LEGACY,PSYCH,14,-1,-1,6.5,2.5,"['*UCSD', '*UCD', '*UCSC', '*UCI', '*UCM']","['*BERKELEY', '*NYU']","['*UCLA', '*USC', '*UCSB', '*UCR']"
M,ASIAN,IN,Low,PUBLIC,NONE,CS,-1,-1,35,7.5,4.2,[],[],"['*YALE', '*NORTHWESTERN', '*MIT', '*JOHNS HOPKINS', '*RICE', '*WILLIAMS', '*NORTHEASTERN']"
M,WHITE,CA,Low,PUBLIC,NONE,CS,1,1530,-1,6.5,4.2,"['*BERKELEY', '*UCSD', '*UCSB', '*UCD', '*UCSC', '*ARIZONA STATE', '*UCI']","['*UCLA', '*GEORGIA TECH', '*CMU']","['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*MIT', '*CALTECH', '*UPENN', '*UIUC', '*HARVEY MUDD']"
F,MIXED,CA,Low,PUBLIC,NONE,LAW,-1,-1,-1,6.5,6.5,['*NORTHEASTERN'],"['*UCSD', '*UCSC']","['*UCLA', '*BERKELEY']"
F,OTHER,TX,Low,PUBLIC,NONE,PSYCH,8,1560,-1,7.5,4.7,"['*UCLA', '*BERKELEY', '*DUKE', '*VANDERBILT', '*UT-AUSTIN']","['*YALE', '*RICE', '*WASHU']",[]
M,ASIAN,TX,Low,PUBLIC,NONE,-1,10,1550,34,7.5,4.5,"['*UCLA', '*UCSD', '*UCSB', '*UT-DALLAS', '*UW MADISON', '*TAMU']","['*BERKELEY', '*EMORY']","['*UCLA', '*NORTHWESTERN', '*DUKE', '*GEORGIA TECH', '*RICE', '*VANDERBILT', '*WASHU', '*UT-AUSTIN']"
M,ASIAN,NY,Low,PRIVATE,NONE,PUBLIC POLICY,-1,-1,-1,2,4.5,"['*COLUMBIA', '*PRINCETON']",[],"['*STANFORD', '*UPENN']"
F,ASIAN,CO,Low,PUBLIC,LEGACY,ENG,5,1450,-1,6.5,4.5,"['*CMU', '*NORTHEASTERN']","['*CORNELL', '*UMICH']","['*COLUMBIA', '*CORNELL', '*MIT', '*UPENN', '*UMICH']"
M,BLACK,IL,Low,PUBLIC,URM,ENG,3,1000,-1,5.5,6.5,"['*NORTHWESTERN', '*VANDERBILT', '*UIUC', '*NORTHEASTERN', '*TUFTS', '*ARIZONA STATE']",[],"['*DUKE', '*USC']"
M,ASIAN,TX,Low,PUBLIC,NONE,CS,5,1480,-1,8.2,5.5,"['*BERKELEY', '*UIUC', '*UT-AUSTIN', '*TAMU']","['*CORNELL', '*GEORGIA TECH', '*CMU', '*PURDUE', '*RICE', '*UMICH']","['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*DARTMOUTH', '*UPENN']"
F,ASIAN,OR,Low,PUBLIC,OTHER,BUSINESS,-1,1560,-1,6.5,6.5,"['*CMU', '*UMICH', '*BOSTON UNIVERSITY', '*WASHU', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*NYU', '*BOSTON COLLEGE']","['*CORNELL', '*UPENN']"
F,ASIAN,CA,Low,PUBLIC,NONE,BIO,8,-1,-1,7.5,6.5,[],"['*UCLA', '*UCI']","['*HARVARD', '*BROWN', '*NORTHWESTERN', '*CALTECH', '*RICE', '*BOSTON UNIVERSITY']"
M,ASIAN,OTHER,High,PRIVATE,NONE,-1,5,1460,34,6.5,8.5,"['*CORNELL', '*BOSTON COLLEGE', '*FORDHAM', '*RUTGERS']","['*DARTMOUTH', '*WILLIAMS', '*NYU', '*TUFTS']","['*COLUMBIA', '*NORTHEASTERN']"
M,HISPANIC,MO,Low,PUBLIC,URM,ENG,1,-1,34,6.5,4.7,"['*UCLA', '*CORNELL', '*GEORGIA TECH', '*RICE', '*VANDERBILT', '*CASE WESTERN', '*USC', '*UCHICAGO']","['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE']","['*HARVARD', '*YALE', '*STANFORD', '*PRINCETON', '*MIT', '*CALTECH', '*DARTMOUTH', '*UPENN']"
M,WHITE,NY,Low,PUBLIC,NONE,-1,-1,1560,-1,7.5,6.8,"['*YALE', '*COLUMBIA', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*WASHU']","['*BROWN', '*NORTHWESTERN', '*SWARTHMORE', '*WILLIAMS']","['*UCLA', '*HARVARD', '*DUKE', '*PRINCETON', '*MIT', '*NORTHEASTERN', '*TUFTS']"
M,ASIAN,DC,Low,PUBLIC,FIRST-GEN,CHEMISTRY,5,1570,-1,3.5,6.2,['*JOHNS HOPKINS'],"['*CASE WESTERN', '*TULANE']","['*YALE', '*BROWN', '*SWARTHMORE', '*UPENN']"
M,WHITE,MI,High,PUBLIC,OTHER,ENG,-1,1460,34,8,7.5,"['*RICE', '*UMICH', '*UIUC', '*UT-AUSTIN']","['*UCLA', '*WILLIAMS', '*VANDERBILT', '*WASHU']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*BERKELEY', '*POMONA', '*UCHICAGO', '*UNC CHAPEL HILL']"
F,WHITE,NY,High,-1,NONE,CS,-1,1540,-1,3.5,4.5,['*CORNELL'],['*COLGATE'],"['*HARVARD', '*BROWN', '*DARTMOUTH', '*VANDERBILT', '*UPENN', '*TUFTS', '*UCHICAGO']"
F,ASIAN,NC,Low,MAGNET,FIRST-GEN,ENG,-1,1530,34,6.5,4.2,['*UNC CHAPEL HILL'],"['*JOHNS HOPKINS', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*VANDERBILT']"
M,ASIAN,OR,Low,PUBLIC,NONE,BUSINESS,3,1550,-1,6.5,2.5,"['*CORNELL', '*GEORGIA TECH', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*COLUMBIA', '*DARTMOUTH', '*VANDERBILT', '*NYU', '*UMICH', '*WASHU', '*UCHICAGO']","['*UCLA', '*NORTHWESTERN', '*BERKELEY', '*DUKE']"
M,WHITE,CA,High,PUBLIC,LEGACY,CS,1,-1,35,5.5,4.5,"['*UCLA', '*UCSD']",['*HARVARD'],"['*YALE', '*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*PRINCETON']"
F,WHITE,MO,Middle,PUBLIC,NONE,POLISCI,10,-1,35,6.5,4.5,"['*CORNELL', '*UVA']",[],"['*YALE', '*PRINCETON', '*UCHICAGO']"
M,BLACK,PA,Low,PRIVATE,URM,BIO,-1,1520,-1,5.5,4.5,"['*DARTMOUTH', '*CMU', '*UPENN', '*TUFTS']",[],"['*HARVARD', '*BROWN', '*CORNELL', '*JOHNS HOPKINS']"
F,BLACK,FL,Low,PUBLIC,MISSING,-1,11,-1,30,7,6.5,"['*EMORY', '*USC']","['*TULANE', '*UNC CHAPEL HILL']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN']"
M,ASIAN,OTHER,Low,PUBLIC,NONE,CS,-1,1560,-1,5.5,4.5,"['*BERKELEY', '*UCSD', '*RUTGERS', '*NORTHEASTERN']",['*UMICH'],"['*UCLA', '*COLUMBIA', '*CORNELL', '*GEORGIA TECH', '*UPENN', '*UIUC', '*UT-AUSTIN']"
M,ASIAN,CA,Low,-1,NONE,CS,-1,1570,15,6.5,2.5,"['*UCSD', '*UCSB', '*UCD', '*UCSC', '*UIUC', '*UCI']","['*UCLA', '*CORNELL', '*GEORGIA TECH', '*CMU']","['*STANFORD', '*MIT', '*UMICH', '*USC', '*HARVEY MUDD']"
M,ASIAN,OTHER,High,PUBLIC,NONE,BIO,1,-1,35,7.5,4.2,['*RUTGERS'],[],"['*UCLA', '*YALE', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*CMU', '*VANDERBILT', '*NYU', '*UPENN', '*UMICH', '*EMORY', '*WASHU', '*NORTHEASTERN', '*UCHICAGO', '*UNC CHAPEL HILL', '*UVA']"
F,WHITE,WA,Low,-1,OTHER,BUSINESS,1,-1,35,6.5,2.5,"['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*CMU', '*NYU', '*UNC CHAPEL HILL']","['*NORTHWESTERN', '*CORNELL', '*DUKE', '*VANDERBILT', '*UMICH', '*WASHU', '*UVA']","['*DARTMOUTH', '*USC']"
M,ASIAN,CA,High,PUBLIC,NONE,-1,-1,-1,35,7.5,6.5,"['*PURDUE', '*NYU', '*UPENN', '*UMICH', '*UCSC', '*UCR', '*UIUC', '*UCI']",[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*NYU', '*UPENN']"
M,WHITE,FL,Middle,PUBLIC,NONE,CS,5,1540,-1,3.5,4.5,[],['*UVA'],"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*UMICH', '*USC', '*NORTHEASTERN']"
M,ASIAN,CA,High,PRIVATE,OTHER,CS,-1,1550,-1,7.5,6.5,[],[],"['*BROWN', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*EMORY', '*WASHU', '*TUFTS']"
M,ASIAN,OTHER,MISSING,PUBLIC,NONE,BUSINESS,-1,1570,-1,8.5,4.5,"['*DUKE', '*CMU', '*UPENN', '*UMICH', '*FORDHAM', '*NORTHEASTERN', '*UVA']",[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*CMU', '*NYU', '*UPENN', '*UMICH', '*FORDHAM', '*UVA']"
M,ASIAN,NY,High,PUBLIC,MISSING,CS,-1,1570,-1,6.5,6.2,"['*YALE', '*COLUMBIA', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*DARTMOUTH', '*UIUC']","['*HARVARD', '*CMU', '*UMICH']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*UPENN']"
F,ASIAN,TX,High,PUBLIC,LEGACY,PSYCH,4,1590,-1,3.5,5.2,"['*CASE WESTERN', '*USC', '*UT-AUSTIN', '*UT-DALLAS', '*TAMU']","['*RICE', '*VANDERBILT', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*DUKE', '*JOHNS HOPKINS']"
F,ASIAN,NY,Low,PUBLIC,NONE,BIO,3,-1,36,5,4.2,"['*UPENN', '*NORTHEASTERN']",[],"['*HARVARD', '*BROWN', '*PRINCETON', '*MIT', '*JOHNS HOPKINS']"
M,BLACK,ND,Low,PUBLIC,URM,CS,27,1530,-1,6.5,4.7,[],[],"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*POMONA', '*WILLIAMS', '*VANDERBILT', '*EMORY', '*CASE WESTERN', '*TUFTS']"
F,BLACK,USA,Low,PUBLIC,URM,CS,-1,-1,33,6.5,6.5,"['*NORTHWESTERN', '*DARTMOUTH', '*USC', '*BOSTON COLLEGE', '*UVA']",['*COLUMBIA'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*DUKE', '*VANDERBILT', '*UPENN', '*UT-AUSTIN']"
F,HISPANIC,TX,Low,PUBLIC,URM,-1,6,1430,-1,3.5,6.5,"['*EMORY', '*CASE WESTERN', '*UT-AUSTIN']",[],"['*NORTHWESTERN', '*RICE', '*WASHU']"
M,WHITE,FL,Low,PRIVATE,URM,CS,1,1580,-1,7.5,8.5,"['*YALE', '*PRINCETON']","['*MIT', '*VANDERBILT']",[]
M,ASIAN,OTHER,Low,PUBLIC,NONE,CS,-1,1520,-1,8.5,4.5,"['*BROWN', '*BERKELEY', '*UCSD', '*NYU', '*UT-AUSTIN', '*RUTGERS', '*NORTHEASTERN']","['*VANDERBILT', '*BOSTON COLLEGE']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*UPENN', '*UMICH', '*HARVEY MUDD']"
M,WHITE,MI,Low,PUBLIC,URM,CS,5,1450,-1,2.5,4.2,"['*HARVARD', '*YALE', '*JOHNS HOPKINS', '*EMORY', '*USC', '*RUTGERS', '*NORTHEASTERN']","['*COLUMBIA', '*BOSTON UNIVERSITY']","['*STANFORD', '*DARTMOUTH', '*UPENN']"
M,ASIAN,CO,High,PUBLIC,FIRST-GEN,-1,1,1430,32,5.5,2.5,"['*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*POMONA', '*UPENN', '*WASHU', '*UW MADISON', '*UCHICAGO']",[],"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*DUKE', '*MIT']"
F,BLACK,UT,High,PUBLIC,URM,CS,-1,-1,35,4.5,8.3,"['*YALE', '*DUKE', '*VANDERBILT', '*EMORY', '*HARVEY MUDD']",[],['*YALE']
